id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
155554,107313,85890,28700,420351,Complete,2022-11-22 09:21:21.000000 UTC,2022-11-22 07:01:00.000000 UTC,2022-11-25 03:31:00.000000 UTC,,1.5
37824,26063,20957,14202,102307,Processing,2024-02-29 12:09:41.000000 UTC,,,,1.5
76343,52630,42233,28700,206241,Processing,2024-05-03 12:29:10.000000 UTC,,,,1.5
83879,57776,46356,28700,226539,Processing,2025-06-23 10:19:41.828033 UTC,,,,1.5
130620,90048,72143,14202,353067,Processing,2023-12-19 00:45:48.000000 UTC,,,,1.5
5909,4114,3293,28700,16062,Shipped,2025-03-16 06:36:17.000000 UTC,2025-03-17 08:08:00.000000 UTC,,,1.5
36356,25069,20153,28700,98323,Shipped,2024-09-12 14:57:45.000000 UTC,2024-09-10 01:03:00.000000 UTC,,,1.5
36499,25164,20224,28700,98714,Shipped,2023-11-29 17:03:09.000000 UTC,2023-12-01 00:19:00.000000 UTC,,,1.5
40878,28161,22621,14202,110595,Shipped,2023-06-18 03:46:44.000000 UTC,2023-06-19 12:32:00.000000 UTC,,,1.5
84955,58531,46963,14202,229475,Shipped,2025-06-04 06:36:09.000000 UTC,2025-06-04 09:46:00.000000 UTC,,,1.5
100617,69348,55589,28700,271789,Shipped,2023-09-27 17:50:33.000000 UTC,2023-09-25 11:22:00.000000 UTC,,,1.5
133397,91970,73653,14202,360547,Shipped,2024-12-20 14:18:27.000000 UTC,2024-12-21 11:24:00.000000 UTC,,,1.5
149422,103066,82516,14202,403841,Shipped,2024-10-06 01:15:00.000000 UTC,2024-10-04 15:04:00.000000 UTC,,,1.5
15748,10908,8879,13629,42682,Shipped,2025-03-05 00:41:40.000000 UTC,2025-03-07 15:29:00.000000 UTC,,,1.5099999904632568
180170,124355,99458,13629,486633,Shipped,2025-06-09 07:57:59.000000 UTC,2025-06-11 08:51:00.000000 UTC,,,1.5099999904632568
7878,5465,4414,14298,21373,Cancelled,2025-02-25 03:08:24.000000 UTC,,,,1.7200000286102295
13228,9131,7423,14298,35902,Complete,2023-02-05 13:32:53.000000 UTC,2023-02-06 02:10:00.000000 UTC,2023-02-10 19:20:00.000000 UTC,,1.7200000286102295
22990,15846,12773,14298,62170,Complete,2025-05-30 15:30:13.000000 UTC,2025-06-01 08:54:00.000000 UTC,2025-06-04 08:58:00.000000 UTC,,1.7200000286102295
55662,38335,30842,14298,150528,Complete,2024-03-20 06:30:01.000000 UTC,2024-03-22 01:08:00.000000 UTC,2024-03-24 19:45:00.000000 UTC,,1.7200000286102295
142122,98024,78464,14298,384089,Complete,2022-03-17 11:44:20.000000 UTC,2022-03-19 04:15:00.000000 UTC,2022-03-20 18:12:00.000000 UTC,,1.7200000286102295
173062,119425,95641,14298,467442,Complete,2024-07-18 09:01:27.000000 UTC,2024-07-18 21:52:00.000000 UTC,2024-07-22 00:21:00.000000 UTC,,1.7200000286102295
143865,99245,79428,14298,388757,Processing,2022-10-09 13:30:28.000000 UTC,,,,1.7200000286102295
140801,97127,77742,14298,380552,Shipped,2025-06-22 07:00:23.088451 UTC,2025-06-24 00:24:14.088451 UTC,,,1.7200000286102295
151368,104403,83589,14298,409078,Shipped,2022-03-13 05:55:17.000000 UTC,2022-03-15 08:44:00.000000 UTC,,,1.7200000286102295
171198,118163,94644,14298,462422,Shipped,2022-11-11 13:12:40.000000 UTC,2022-11-12 12:48:00.000000 UTC,,,1.7200000286102295
115402,79582,63785,12536,311724,Cancelled,2025-06-18 00:54:33.000000 UTC,,,,1.75
144877,99938,79983,12536,391459,Cancelled,2023-07-04 22:39:11.000000 UTC,,,,1.75
55262,38054,30617,12536,149448,Returned,2025-05-31 11:31:26.000000 UTC,2025-06-02 22:31:00.000000 UTC,2025-06-06 08:13:00.000000 UTC,2025-06-08 05:38:00.000000 UTC,1.75
77908,53674,43078,15332,210448,Cancelled,2022-01-03 14:20:35.000000 UTC,,,,1.8200000524520876
155287,107115,85724,13659,419621,Complete,2023-12-21 06:05:06.000000 UTC,2023-12-23 23:09:00.000000 UTC,2023-12-27 02:14:00.000000 UTC,,1.8200000524520876
13622,9419,7657,13659,36966,Processing,2022-07-26 02:37:08.000000 UTC,,,,1.8200000524520876
57927,39946,32134,15332,156566,Processing,2023-12-14 05:44:18.000000 UTC,,,,1.8200000524520876
113208,78080,62582,13659,305816,Processing,2024-04-28 14:19:49.000000 UTC,,,,1.8200000524520876
56983,39270,31578,15332,154047,Returned,2024-09-17 12:46:31.000000 UTC,2024-09-19 05:13:00.000000 UTC,2024-09-21 21:59:00.000000 UTC,2024-09-22 22:49:00.000000 UTC,1.8200000524520876
82202,56611,45418,13659,221969,Returned,2021-12-06 23:54:43.000000 UTC,2021-12-09 11:37:00.000000 UTC,2021-12-11 03:06:00.000000 UTC,2021-12-12 01:33:00.000000 UTC,1.8200000524520876
114143,78723,63092,13659,308291,Returned,2025-01-26 06:40:39.000000 UTC,2025-01-25 15:34:00.000000 UTC,2025-01-30 10:51:00.000000 UTC,2025-02-01 04:32:00.000000 UTC,1.8200000524520876
30738,21203,17055,15332,83145,Shipped,2023-06-10 06:02:47.000000 UTC,2023-06-10 08:29:00.000000 UTC,,,1.8200000524520876
80958,55765,44707,3049,218638,Cancelled,2024-09-03 11:11:02.000000 UTC,,,,1.950000047683716
507,338,278,3049,1397,Complete,2023-04-16 07:20:17.000000 UTC,2023-04-16 20:58:00.000000 UTC,2023-04-19 10:27:00.000000 UTC,,1.950000047683716
44625,30733,24664,3049,120763,Complete,2025-04-27 09:15:58.000000 UTC,2025-04-30 10:31:00.000000 UTC,2025-05-04 14:42:00.000000 UTC,,1.950000047683716
93058,64147,51428,3049,251393,Complete,2024-12-15 16:11:36.000000 UTC,2024-12-17 13:36:00.000000 UTC,2024-12-22 09:26:00.000000 UTC,,1.950000047683716
99512,68596,55007,9204,268821,Complete,2020-06-27 23:48:04.000000 UTC,2020-06-27 23:03:00.000000 UTC,2020-06-29 02:15:00.000000 UTC,,1.950000047683716
6715,4676,3754,9204,18237,Processing,2021-05-25 04:40:46.000000 UTC,,,,1.950000047683716
45419,31282,25121,3049,122923,Processing,2023-05-02 03:41:03.000000 UTC,,,,1.950000047683716
146997,101388,81180,9204,397210,Processing,2025-03-27 12:54:26.000000 UTC,,,,1.950000047683716
119045,82106,65786,9043,321722,Returned,2023-04-17 10:39:49.000000 UTC,2023-04-18 23:08:00.000000 UTC,2023-04-19 05:17:00.000000 UTC,2023-04-20 17:26:00.000000 UTC,1.950000047683716
128557,88607,70973,9043,347440,Returned,2023-06-18 06:22:58.000000 UTC,2023-06-20 11:02:00.000000 UTC,2023-06-24 04:19:00.000000 UTC,2023-06-24 15:26:00.000000 UTC,1.950000047683716
2932,2032,1652,3049,7937,Shipped,2025-02-15 06:53:49.000000 UTC,2025-02-18 02:58:00.000000 UTC,,,1.950000047683716
10146,7018,5689,9204,27553,Shipped,2020-12-08 02:33:59.000000 UTC,2020-12-09 11:36:00.000000 UTC,,,1.950000047683716
65911,45476,36556,9043,178075,Shipped,2024-10-11 04:22:52.000000 UTC,2024-10-12 06:26:00.000000 UTC,,,1.950000047683716
67978,46872,37651,9043,183632,Shipped,2025-06-22 12:11:47.230952 UTC,2025-06-22 18:12:06.230952 UTC,,,1.950000047683716
106485,73360,58811,3049,287675,Shipped,2024-01-04 10:45:20.000000 UTC,2024-01-02 15:14:00.000000 UTC,,,1.950000047683716
116687,80456,64468,3049,315269,Shipped,2021-02-09 14:38:09.000000 UTC,2021-02-06 12:34:00.000000 UTC,,,1.950000047683716
125164,86309,69120,9043,338224,Shipped,2025-04-24 01:46:19.000000 UTC,2025-04-21 23:39:00.000000 UTC,,,1.950000047683716
147628,101824,81558,9204,398915,Shipped,2023-01-18 14:53:56.000000 UTC,2023-01-19 06:09:00.000000 UTC,,,1.950000047683716
167124,115338,92390,9043,451491,Shipped,2024-05-31 06:57:07.000000 UTC,2024-05-31 18:47:00.000000 UTC,,,1.950000047683716
167953,115933,92856,9043,453698,Shipped,2022-06-14 15:33:09.000000 UTC,2022-06-15 01:13:00.000000 UTC,,,1.950000047683716
171035,118053,94553,9204,461991,Shipped,2023-07-31 06:38:48.000000 UTC,2023-08-01 10:59:00.000000 UTC,,,1.950000047683716
78078,53787,43156,14549,210900,Complete,2025-06-15 04:51:27.000000 UTC,2025-06-17 00:57:00.000000 UTC,2025-06-21 09:34:00.000000 UTC,,1.9800000190734863
110768,76370,61184,14549,299190,Complete,2024-05-24 05:57:59.000000 UTC,2024-05-25 08:02:00.000000 UTC,2024-05-29 15:33:00.000000 UTC,,1.9800000190734863
133785,92247,73869,14549,361577,Complete,2022-11-15 01:05:26.000000 UTC,2022-11-16 19:15:00.000000 UTC,2022-11-19 22:22:00.000000 UTC,,1.9800000190734863
11032,7622,6206,14549,29963,Shipped,2024-09-10 13:08:27.000000 UTC,2024-09-10 22:49:00.000000 UTC,,,1.9800000190734863
39145,26962,21659,14549,105901,Shipped,2021-08-16 13:08:58.000000 UTC,2021-08-13 20:47:00.000000 UTC,,,1.9800000190734863
90327,62244,49900,14549,243971,Shipped,2024-08-14 01:03:05.000000 UTC,2024-08-14 08:08:00.000000 UTC,,,1.9800000190734863
154873,106831,85495,14549,418495,Shipped,2024-08-26 01:20:53.000000 UTC,2024-08-28 15:39:00.000000 UTC,,,1.9800000190734863
170002,117322,93972,14549,459217,Shipped,2025-05-18 14:54:45.000000 UTC,2025-05-19 16:24:00.000000 UTC,,,1.9800000190734863
88419,60956,48850,13606,238826,Cancelled,2025-05-17 08:14:08.000000 UTC,,,,2.5
156137,107736,86230,13606,421910,Complete,2024-01-30 12:23:25.000000 UTC,2024-02-02 15:11:00.000000 UTC,2024-02-04 18:56:00.000000 UTC,,2.5
94843,65394,52411,13606,256218,Processing,2022-10-09 14:56:21.000000 UTC,,,,2.5
156594,108042,86455,13606,423130,Returned,2024-12-30 10:07:25.000000 UTC,2024-12-27 11:58:00.000000 UTC,2024-12-29 12:14:00.000000 UTC,2025-01-01 05:19:00.000000 UTC,2.5
125102,86271,69093,13606,338053,Shipped,2024-01-06 02:10:19.000000 UTC,2024-01-03 22:56:00.000000 UTC,,,2.5
179196,123692,98969,13606,483975,Shipped,2025-06-04 00:11:56.000000 UTC,2025-06-05 22:00:00.000000 UTC,,,2.5
137392,94781,75880,28913,371357,Cancelled,2022-11-27 16:30:20.000000 UTC,,,,2.5899999141693115
129536,89288,71516,28913,350100,Complete,2025-03-22 07:48:26.000000 UTC,2025-03-23 05:57:00.000000 UTC,2025-03-25 17:23:00.000000 UTC,,2.5899999141693115
25473,17573,14155,28913,68909,Processing,2023-05-14 17:09:30.000000 UTC,,,,2.5899999141693115
35504,24501,19695,28913,96046,Processing,2023-10-29 16:06:09.000000 UTC,,,,2.5899999141693115
45142,31091,24950,28913,122164,Processing,2023-10-24 16:58:02.000000 UTC,,,,2.5899999141693115
64100,44250,35567,28913,173223,Processing,2025-05-14 07:10:54.000000 UTC,,,,2.5899999141693115
173675,119850,95986,28913,469051,Processing,2022-10-23 15:05:00.000000 UTC,,,,2.5899999141693115
25556,17629,14197,28913,69137,Shipped,2025-04-13 01:52:27.000000 UTC,2025-04-13 12:16:00.000000 UTC,,,2.5899999141693115
109514,75503,60507,28913,295821,Shipped,2022-09-28 18:46:01.000000 UTC,2022-09-30 05:46:00.000000 UTC,,,2.5899999141693115
158910,109673,87784,28913,429374,Shipped,2024-05-21 07:14:20.000000 UTC,2024-05-23 10:48:00.000000 UTC,,,2.5899999141693115
46327,31898,25657,15395,125352,Cancelled,2021-12-30 15:17:28.000000 UTC,,,,2.6700000762939453
120393,83040,66554,15395,325336,Cancelled,2023-12-03 21:41:16.000000 UTC,,,,2.6700000762939453
8953,6221,4999,13690,24264,Complete,2022-06-08 03:17:56.000000 UTC,2022-06-09 08:49:00.000000 UTC,2022-06-13 01:02:00.000000 UTC,,2.6700000762939453
36071,24884,20001,15395,97553,Complete,2024-07-30 07:07:22.000000 UTC,2024-07-30 20:17:00.000000 UTC,2024-08-02 22:27:00.000000 UTC,,2.6700000762939453
83043,57185,45855,15395,224276,Complete,2020-07-23 07:17:07.000000 UTC,2020-07-25 16:49:00.000000 UTC,2020-07-28 13:48:00.000000 UTC,,2.6700000762939453
142253,98115,78533,15395,384431,Complete,2024-09-10 14:30:03.000000 UTC,2024-09-08 18:03:00.000000 UTC,2024-09-11 15:58:00.000000 UTC,,2.6700000762939453
58677,40457,32566,15395,158601,Processing,2023-04-27 02:44:02.000000 UTC,,,,2.6700000762939453
139963,96550,77287,15395,378312,Processing,2025-02-10 03:48:47.000000 UTC,,,,2.6700000762939453
26209,18095,14563,15395,70903,Returned,2021-12-18 13:48:12.000000 UTC,2021-12-20 06:34:00.000000 UTC,2021-12-24 18:31:00.000000 UTC,2021-12-26 02:07:00.000000 UTC,2.6700000762939453
71145,49069,39380,15395,192130,Returned,2020-11-27 11:18:33.000000 UTC,2020-11-26 04:14:00.000000 UTC,2020-12-01 02:58:00.000000 UTC,2020-12-03 23:06:00.000000 UTC,2.6700000762939453
33844,23337,18796,13690,91566,Shipped,2024-01-26 13:03:46.000000 UTC,2024-01-26 17:47:00.000000 UTC,,,2.6700000762939453
54588,37593,30250,13690,147662,Shipped,2022-05-18 09:27:58.000000 UTC,2022-05-18 16:08:00.000000 UTC,,,2.6700000762939453
107569,74136,59432,13690,290585,Shipped,2024-10-31 05:47:11.000000 UTC,2024-11-01 04:49:00.000000 UTC,,,2.6700000762939453
163038,112484,90046,15395,440498,Shipped,2021-10-02 13:17:21.000000 UTC,2021-09-29 18:43:00.000000 UTC,,,2.6700000762939453
75475,52054,41787,28774,203880,Cancelled,2025-02-16 11:36:34.000000 UTC,,,,2.7799999713897705
101025,69633,55798,28774,272897,Cancelled,2025-01-15 04:50:42.000000 UTC,,,,2.7799999713897705
21088,14552,11744,28774,57068,Complete,2025-05-06 07:29:39.000000 UTC,2025-05-08 19:15:00.000000 UTC,2025-05-11 15:12:00.000000 UTC,,2.7799999713897705
85605,58986,47316,28774,231219,Complete,2023-05-16 14:31:33.000000 UTC,2023-05-17 23:54:00.000000 UTC,2023-05-21 07:21:00.000000 UTC,,2.7799999713897705
68630,47332,38025,28774,185381,Processing,2025-06-11 15:53:38.000000 UTC,,,,2.7799999713897705
135545,93494,74862,28774,366329,Processing,2024-11-06 01:56:35.000000 UTC,,,,2.7799999713897705
21565,14875,12005,28689,58317,Cancelled,2025-03-02 23:32:40.000000 UTC,,,,2.7999999523162842
18633,12885,10432,28689,50493,Complete,2024-03-11 06:30:14.000000 UTC,2024-03-12 06:47:00.000000 UTC,2024-03-13 02:05:00.000000 UTC,,2.7999999523162842
89612,61772,49514,28689,242033,Complete,2023-05-22 05:05:13.000000 UTC,2023-05-24 08:29:00.000000 UTC,2023-05-27 19:43:00.000000 UTC,,2.7999999523162842
147523,101750,81495,28689,398632,Complete,2025-03-25 01:52:55.000000 UTC,2025-03-24 03:52:00.000000 UTC,2025-03-28 00:38:00.000000 UTC,,2.7999999523162842
61171,42202,33994,28689,165289,Processing,2023-05-03 11:11:05.000000 UTC,,,,2.7999999523162842
6905,4804,3859,28921,18758,Cancelled,2021-12-01 00:31:14.000000 UTC,,,,2.9500000476837158
14711,10188,8293,29008,39891,Cancelled,2023-03-06 15:56:48.000000 UTC,,,,2.9500000476837158
16356,11327,9200,14170,44347,Cancelled,2021-09-21 08:16:40.000000 UTC,,,,2.9500000476837158
34974,24146,19426,29064,94604,Cancelled,2022-12-04 05:30:39.000000 UTC,,,,2.9500000476837158
63239,43658,35131,28548,170851,Cancelled,2022-02-07 07:33:22.000000 UTC,,,,2.9500000476837158
63888,44111,35462,13662,172632,Cancelled,2022-10-26 00:54:09.000000 UTC,,,,2.9500000476837158
75075,51787,41573,13662,202788,Cancelled,2025-05-26 09:45:53.000000 UTC,,,,2.9500000476837158
84246,58037,46576,9220,227560,Cancelled,2023-01-27 08:08:19.000000 UTC,,,,2.9500000476837158
88245,60842,48753,28589,238352,Cancelled,2023-11-14 15:56:00.000000 UTC,,,,2.9500000476837158
90631,62463,50088,28862,244781,Cancelled,2023-02-27 03:45:34.000000 UTC,,,,2.9500000476837158
95789,66034,52915,28589,258761,Cancelled,2024-09-06 00:34:02.000000 UTC,,,,2.9500000476837158
111498,76894,61614,13662,301200,Cancelled,2022-05-18 12:09:47.000000 UTC,,,,2.9500000476837158
115723,79794,63952,15744,312613,Cancelled,2024-11-22 22:49:35.000000 UTC,,,,2.9500000476837158
125142,86296,69113,14170,338167,Cancelled,2021-10-26 13:13:38.000000 UTC,,,,2.9500000476837158
155386,107187,85781,13662,419895,Cancelled,2020-09-24 04:11:48.000000 UTC,,,,2.9500000476837158
161903,111677,89394,15349,437412,Cancelled,2025-06-21 13:46:32.348358 UTC,,,,2.9500000476837158
1706,1168,939,13662,4652,Complete,2022-09-27 15:50:36.000000 UTC,2022-09-24 15:42:00.000000 UTC,2022-09-27 13:29:00.000000 UTC,,2.9500000476837158
3323,2298,1858,14170,9020,Complete,2023-06-18 16:53:51.000000 UTC,2023-06-20 11:21:00.000000 UTC,2023-06-23 06:16:00.000000 UTC,,2.9500000476837158
4364,3031,2463,28921,11888,Complete,2023-12-27 09:54:37.000000 UTC,2023-12-29 12:02:00.000000 UTC,2023-12-30 09:22:00.000000 UTC,,2.9500000476837158
12959,8944,7266,28921,35190,Complete,2025-04-15 06:19:45.000000 UTC,2025-04-17 12:21:00.000000 UTC,2025-04-21 05:34:00.000000 UTC,,2.9500000476837158
13526,9350,7595,28589,36703,Complete,2025-01-30 02:56:47.000000 UTC,2025-01-30 13:05:00.000000 UTC,2025-01-31 23:47:00.000000 UTC,,2.9500000476837158
23115,15935,12853,28921,62501,Complete,2022-09-29 04:57:32.000000 UTC,2022-09-27 03:48:00.000000 UTC,2022-09-27 09:01:00.000000 UTC,,2.9500000476837158
49023,33771,27134,15349,132617,Complete,2025-05-05 09:24:03.000000 UTC,2025-05-06 15:43:00.000000 UTC,2025-05-08 12:40:00.000000 UTC,,2.9500000476837158
54018,37176,29904,28548,146122,Complete,2023-04-28 00:56:14.000000 UTC,2023-04-29 02:02:00.000000 UTC,2023-04-29 19:39:00.000000 UTC,,2.9500000476837158
58202,40142,32286,14170,157318,Complete,2025-01-18 08:49:19.000000 UTC,2025-01-18 23:23:00.000000 UTC,2025-01-21 20:25:00.000000 UTC,,2.9500000476837158
60768,41908,33769,14170,164223,Complete,2024-09-21 08:33:01.000000 UTC,2024-09-22 12:03:00.000000 UTC,2024-09-24 21:27:00.000000 UTC,,2.9500000476837158
63495,43832,35252,28548,171559,Complete,2025-01-30 03:57:59.000000 UTC,2025-02-01 14:40:00.000000 UTC,2025-02-04 16:26:00.000000 UTC,,2.9500000476837158
64571,44572,35833,14170,174484,Complete,2023-08-23 21:53:32.000000 UTC,2023-08-24 22:27:00.000000 UTC,2023-08-26 17:40:00.000000 UTC,,2.9500000476837158
76941,53024,42559,28862,207852,Complete,2025-03-18 17:30:57.000000 UTC,2025-03-18 16:40:00.000000 UTC,2025-03-20 05:54:00.000000 UTC,,2.9500000476837158
94129,64889,52008,28921,254291,Complete,2024-05-23 07:19:24.000000 UTC,2024-05-23 22:33:00.000000 UTC,2024-05-24 15:39:00.000000 UTC,,2.9500000476837158
96452,66513,53336,29008,260556,Complete,2025-01-23 03:31:07.000000 UTC,2025-01-25 14:56:00.000000 UTC,2025-01-26 15:50:00.000000 UTC,,2.9500000476837158
101105,69685,55845,14170,273113,Complete,2023-09-05 00:01:39.000000 UTC,2023-09-06 00:49:00.000000 UTC,2023-09-09 07:50:00.000000 UTC,,2.9500000476837158
108301,74649,59811,29064,292546,Complete,2023-06-03 02:03:35.000000 UTC,2023-06-01 23:01:00.000000 UTC,2023-06-03 01:01:00.000000 UTC,,2.9500000476837158
112322,77462,62074,29008,303420,Complete,2022-03-14 23:42:32.000000 UTC,2022-03-14 20:05:00.000000 UTC,2022-03-15 22:05:00.000000 UTC,,2.9500000476837158
116165,80091,64184,28862,313849,Complete,2025-06-21 06:02:07.000000 UTC,2025-06-22 22:14:00.000000 UTC,2025-06-27 01:14:00.000000 UTC,,2.9500000476837158
124126,85585,68544,15744,335421,Complete,2024-03-03 23:16:12.000000 UTC,2024-03-04 19:40:00.000000 UTC,2024-03-05 06:52:00.000000 UTC,,2.9500000476837158
126686,87364,69961,28589,342356,Complete,2025-03-07 06:32:09.000000 UTC,2025-03-07 17:32:00.000000 UTC,2025-03-08 07:38:00.000000 UTC,,2.9500000476837158
135020,93117,74564,13662,364888,Complete,2020-10-29 03:08:55.000000 UTC,2020-10-29 22:24:00.000000 UTC,2020-11-01 00:14:00.000000 UTC,,2.9500000476837158
137888,95102,76136,29064,372683,Complete,2022-05-21 09:41:10.000000 UTC,2022-05-20 19:19:00.000000 UTC,2022-05-21 19:51:00.000000 UTC,,2.9500000476837158
146424,100996,80858,13662,395661,Complete,2024-01-03 10:15:30.000000 UTC,2024-01-04 04:11:00.000000 UTC,2024-01-06 19:22:00.000000 UTC,,2.9500000476837158
161867,111651,89375,29064,437318,Complete,2024-05-07 00:16:54.000000 UTC,2024-05-08 13:21:00.000000 UTC,2024-05-12 10:01:00.000000 UTC,,2.9500000476837158
163628,112865,90348,9220,442113,Complete,2024-10-31 06:15:08.000000 UTC,2024-10-27 09:56:00.000000 UTC,2024-10-28 23:54:00.000000 UTC,,2.9500000476837158
177550,122574,98129,15349,479602,Complete,2024-05-03 09:11:36.000000 UTC,2024-05-03 22:13:00.000000 UTC,2024-05-06 23:04:00.000000 UTC,,2.9500000476837158
17987,12432,10063,28921,48741,Processing,2025-03-14 10:50:13.000000 UTC,,,,2.9500000476837158
34536,23843,19194,28548,93417,Processing,2024-06-07 02:22:00.000000 UTC,,,,2.9500000476837158
42481,29250,23500,15349,114934,Processing,2024-10-13 12:40:05.000000 UTC,,,,2.9500000476837158
57623,39731,31958,15744,155739,Processing,2023-11-02 15:40:52.000000 UTC,,,,2.9500000476837158
58383,40261,32390,28921,157809,Processing,2025-05-25 08:05:42.000000 UTC,,,,2.9500000476837158
81798,56345,45199,14170,220881,Processing,2022-10-20 01:54:36.000000 UTC,,,,2.9500000476837158
96387,66468,53296,13662,260385,Processing,2025-03-27 12:56:46.000000 UTC,,,,2.9500000476837158
98484,67902,54434,28921,266074,Processing,2021-07-28 09:56:59.000000 UTC,,,,2.9500000476837158
139129,95976,76818,13662,376041,Processing,2023-10-17 18:41:43.000000 UTC,,,,2.9500000476837158
179073,123605,98901,13662,483643,Processing,2023-09-12 01:38:09.000000 UTC,,,,2.9500000476837158
180043,124263,99396,14170,486271,Processing,2022-07-04 15:52:38.000000 UTC,,,,2.9500000476837158
26475,18295,14724,15744,71615,Returned,2024-11-09 13:40:24.000000 UTC,2024-11-12 06:40:00.000000 UTC,2024-11-15 03:06:00.000000 UTC,2024-11-16 22:10:00.000000 UTC,2.9500000476837158
43034,29628,23822,28589,116439,Returned,2025-03-27 12:41:36.000000 UTC,2025-03-28 12:48:00.000000 UTC,2025-04-01 14:04:00.000000 UTC,2025-04-04 05:26:00.000000 UTC,2.9500000476837158
75103,51807,41590,29064,202870,Returned,2024-04-12 12:07:11.000000 UTC,2024-04-13 14:50:00.000000 UTC,2024-04-16 20:45:00.000000 UTC,2024-04-18 20:26:00.000000 UTC,2.9500000476837158
93559,64490,51695,28589,252739,Returned,2024-02-15 20:52:24.000000 UTC,2024-02-16 19:03:00.000000 UTC,2024-02-20 14:42:00.000000 UTC,2024-02-22 06:03:00.000000 UTC,2.9500000476837158
106720,73522,58952,28548,288315,Returned,2025-03-12 14:36:41.000000 UTC,2025-03-13 12:44:00.000000 UTC,2025-03-18 10:45:00.000000 UTC,2025-03-20 23:22:00.000000 UTC,2.9500000476837158
141309,97463,78020,29064,381912,Returned,2019-07-03 17:26:51.000000 UTC,2019-07-06 11:50:00.000000 UTC,2019-07-11 02:28:00.000000 UTC,2019-07-12 02:03:00.000000 UTC,2.9500000476837158
6908,4807,3862,9220,18768,Shipped,2025-01-28 09:12:50.000000 UTC,2025-01-31 05:01:00.000000 UTC,,,2.9500000476837158
11637,8054,6550,13662,31606,Shipped,2025-02-14 16:25:29.000000 UTC,2025-02-15 00:25:00.000000 UTC,,,2.9500000476837158
22443,15470,12457,14170,60703,Shipped,2024-11-29 14:58:04.000000 UTC,2024-11-27 06:30:00.000000 UTC,,,2.9500000476837158
22656,15606,12584,28589,61276,Shipped,2025-03-24 11:28:31.000000 UTC,2025-03-26 07:33:00.000000 UTC,,,2.9500000476837158
24679,17005,13705,15349,66797,Shipped,2022-06-22 14:24:28.000000 UTC,2022-06-21 19:03:00.000000 UTC,,,2.9500000476837158
25298,17451,14050,28548,68441,Shipped,2021-07-13 08:15:00.000000 UTC,2021-07-10 18:21:00.000000 UTC,,,2.9500000476837158
27455,18958,15277,29008,74258,Shipped,2025-04-24 10:56:37.000000 UTC,2025-04-27 01:58:00.000000 UTC,,,2.9500000476837158
35352,24391,19613,28862,95622,Shipped,2022-01-08 16:03:49.000000 UTC,2022-01-10 19:00:00.000000 UTC,,,2.9500000476837158
40124,27629,22196,15744,108555,Shipped,2024-04-09 15:10:51.000000 UTC,2024-04-11 22:51:00.000000 UTC,,,2.9500000476837158
45458,31307,25140,28548,123023,Shipped,2023-10-25 08:43:51.000000 UTC,2023-10-26 17:21:00.000000 UTC,,,2.9500000476837158
