id,user_id,sequence_number,session_id,created_at,ip_address,city,state,postal_code,browser,traffic_source,uri,event_type
1486505,,3,9329848d-cbd7-4b7f-80f9-6acc61d89600,2019-05-29 17:17:00.000000 UTC,109.199.217.225,Vargem Grande Paulista,São Paulo,06730-000,Firefox,Adwords,/cancel,cancel
2329129,,3,c8721c01-8b79-4e53-a9cb-810a4e888dbb,2024-07-14 01:46:00.000000 UTC,112.35.136.25,Vargem Grande Paulista,São Paulo,06730-000,Safari,Email,/cancel,cancel
1529547,,3,d99d4c09-4a55-49d2-a400-55a0c7925c4a,2022-06-25 10:48:00.000000 UTC,173.173.52.119,Vargem Grande Paulista,São Paulo,06730-000,Chrome,Email,/cancel,cancel
1601394,,3,1a43870f-b3f7-4a27-a9fe-9472f7b90926,2022-06-29 08:53:00.000000 UTC,158.38.199.75,Embu-Guaçu,São Paulo,06900-000,Firefox,Email,/cancel,cancel
1305653,,3,d95a7c52-1fb0-4238-949c-7b83dafb8261,2021-03-17 10:19:00.000000 UTC,140.218.234.1,Arujá,São Paulo,07432-575,Firefox,Email,/cancel,cancel
1752675,,3,cf30174f-1db6-44b8-984c-fa206a5e2402,2020-09-08 07:04:00.000000 UTC,73.3.155.32,Mairiporã,São Paulo,07600-000,Firefox,Adwords,/cancel,cancel
1798510,,3,c7e27781-c9bf-4e5f-a11f-b8f580a6065a,2023-04-16 12:04:00.000000 UTC,119.26.63.55,São Paulo,São Paulo,08285-060,Firefox,Email,/cancel,cancel
1745764,,3,7289b5f7-45ce-4040-9341-8ea86fbd5d12,2019-04-07 01:15:00.000000 UTC,91.157.212.248,São Paulo,São Paulo,08285-060,IE,Facebook,/cancel,cancel
1575080,,3,9ed78fea-46a1-42d2-8604-6ff26f1325b9,2025-04-03 02:37:00.000000 UTC,200.82.231.77,São Paulo,São Paulo,08460-000,Firefox,Adwords,/cancel,cancel
1479052,,3,79baa147-cb76-4b7c-a7ed-70b9e62304b9,2022-01-19 09:46:00.000000 UTC,166.36.181.9,São Paulo,São Paulo,08460-000,Chrome,YouTube,/cancel,cancel
1590215,,3,3c90aa21-28fc-4003-9b41-f59da38e719e,2024-09-28 11:45:00.000000 UTC,111.69.72.218,São Paulo,São Paulo,08460-000,Chrome,Email,/cancel,cancel
2072042,,3,ea133bdf-bb50-4d29-b5e0-fa47ed44f7a7,2024-03-05 07:52:00.000000 UTC,208.188.27.217,Rio Grande da Serra,São Paulo,09450-000,Safari,Adwords,/cancel,cancel
2334746,,3,a2f93cdb-49d8-4864-ace3-b0b140d2c213,2021-11-16 11:47:00.000000 UTC,168.192.121.251,Rio Grande da Serra,São Paulo,09450-000,Chrome,Adwords,/cancel,cancel
2201257,,3,b8968d05-49b9-47bf-8945-08b052239012,2024-12-30 14:28:00.000000 UTC,25.150.205.89,São Caetano do Sul,São Paulo,09560-000,Safari,Email,/cancel,cancel
1556828,,3,ee590c2c-8fb7-42e4-b216-c19a9016f082,2023-02-23 05:46:00.000000 UTC,219.64.132.74,São Paulo,São Paulo,09581-680,Other,Email,/cancel,cancel
1687137,,3,717000c3-8af7-43f7-94a2-a03ec53c6a9e,2023-07-19 13:11:00.000000 UTC,116.10.115.161,Diadema,São Paulo,09925-000,Chrome,Adwords,/cancel,cancel
1491179,,3,854d652b-fd0f-4ece-9350-e501d9a14e5e,2024-05-21 02:22:00.000000 UTC,104.247.51.165,Seoul,Seoul,100-450,Chrome,Email,/cancel,cancel
1428762,,3,a38418fa-43c2-48f7-a535-49d66172fd37,2019-03-10 01:38:00.000000 UTC,154.222.6.252,Bourg-en-Bresse,Auvergne-Rhône-Alpes,1000,Safari,Email,/cancel,cancel
2382511,,3,58f1a477-e2fe-4972-a71b-64f88bd08e63,2024-08-13 09:23:00.000000 UTC,195.213.16.41,Nanyang,Beijing,100009,Firefox,Adwords,/cancel,cancel
1778976,,3,29968b57-379d-4d2b-9f4d-8de37ff20553,2021-04-13 08:11:00.000000 UTC,93.234.140.17,Nanyang,Beijing,100009,IE,Organic,/cancel,cancel
1662824,,3,ed402bec-60da-4d39-941f-86394a2539f9,2024-05-27 07:58:00.000000 UTC,78.19.119.7,Nanyang,Beijing,100009,Safari,Adwords,/cancel,cancel
1581304,,3,3af3480c-d727-4a48-8baa-9c4f7c4a99d4,2020-07-29 12:28:00.000000 UTC,26.180.13.108,Huanggang,Beijing,100010,Firefox,Email,/cancel,cancel
2218278,,3,cb2d2a74-5c61-416a-a95a-9ca0b609f052,2025-01-07 16:23:00.000000 UTC,141.143.153.100,Huanggang,Beijing,100010,Chrome,Adwords,/cancel,cancel
2420632,,3,37063445-4a4b-4270-bb28-d33114e7b1fa,2025-02-24 03:54:00.000000 UTC,149.45.176.66,Suzhou,Beijing,100011,Chrome,Adwords,/cancel,cancel
2152245,,3,d57ecc56-3b51-4412-b4cb-6ccf6641f9ba,2019-02-13 08:54:00.000000 UTC,181.21.30.18,Lijiang,Beijing,100012,Firefox,YouTube,/cancel,cancel
2318411,,3,acd9a939-d710-4598-aee3-20c571c36630,2023-05-08 04:27:00.000000 UTC,205.101.255.229,Lijiang,Beijing,100012,Chrome,Email,/cancel,cancel
1609509,,3,5db08359-3914-42a9-834f-4e88941eb396,2024-05-13 19:07:00.000000 UTC,44.242.33.96,Changzhi,Beijing,100016,IE,Facebook,/cancel,cancel
2256106,,3,647cf267-45a6-4c7d-83c7-ed918dd47768,2025-01-06 07:35:00.000000 UTC,91.236.146.135,Chizhou,Beijing,100017,Firefox,Email,/cancel,cancel
1467123,,3,3f6ce0f6-7165-4ac2-9f98-c4dbe36bd921,2023-07-23 02:08:00.000000 UTC,83.126.101.235,Huludao,Beijing,100018,Chrome,Facebook,/cancel,cancel
1768780,,3,22c22375-e99a-4bbd-8cac-9bc94ce1dfb8,2023-11-23 09:52:00.000000 UTC,156.118.205.166,Huludao,Beijing,100018,Chrome,Email,/cancel,cancel
2166966,,3,038f2556-982e-45ee-a7ab-7f6490c8c133,2020-06-11 05:54:00.000000 UTC,210.239.74.110,Huludao,Beijing,100018,Chrome,Email,/cancel,cancel
1527005,,3,26346f7d-91d4-408d-8f48-c49ce2d7bc1c,2025-03-15 11:59:00.000000 UTC,61.109.81.225,New York,New York,10002,Chrome,Email,/cancel,cancel
1972256,,3,793d6c14-544b-442f-b079-ae038696a79b,2022-06-16 01:34:00.000000 UTC,190.77.203.208,Weihai,Beijing,100020,Chrome,Email,/cancel,cancel
1595761,,3,ec1fc65a-5899-4fb5-9f0e-44c781ce27e7,2019-06-01 17:13:00.000000 UTC,86.214.131.112,Weihai,Beijing,100020,Chrome,Adwords,/cancel,cancel
1770343,,3,fc4e2581-d402-4d78-931c-f39db7e0a651,2025-04-13 16:14:00.000000 UTC,119.61.109.214,Weihai,Beijing,100020,Chrome,Email,/cancel,cancel
1598706,,3,ed2e9db5-feae-434e-9afa-90b5958884aa,2019-05-19 02:30:00.000000 UTC,26.2.23.83,Weihai,Beijing,100020,Chrome,Email,/cancel,cancel
2258668,,3,9b9b6c3e-fce7-443d-8fd0-c54e17e4076f,2022-01-08 11:31:00.000000 UTC,48.137.180.36,Weihai,Beijing,100020,Chrome,YouTube,/cancel,cancel
1622584,,3,afbdc075-f411-4204-a0dc-b9bc79cf9a5f,2024-11-20 16:44:00.000000 UTC,4.31.71.60,Weihai,Beijing,100020,Chrome,Email,/cancel,cancel
1568013,,3,4f96e9d6-ef4f-412f-ba82-82146b95c5b9,2022-07-04 07:31:00.000000 UTC,188.243.16.158,Weihai,Beijing,100020,Chrome,Adwords,/cancel,cancel
1767981,,3,74fa6152-c9c3-48db-a7b3-1e03d876f7b8,2022-03-08 03:50:00.000000 UTC,10.15.245.128,Zhongshan,Beijing,100021,Chrome,Facebook,/cancel,cancel
2318912,,3,faa62656-3a80-4d0b-bc39-98d4f500d303,2025-01-25 08:34:00.000000 UTC,106.57.97.106,Zhongshan,Beijing,100021,Chrome,Adwords,/cancel,cancel
1633879,,3,8117ba31-2ddf-405c-8026-ba9ec18dc512,2020-04-02 16:28:00.000000 UTC,206.112.169.225,Zhongshan,Beijing,100021,IE,Email,/cancel,cancel
1675621,,3,55af0b8a-1f4f-4741-a5e4-1abd7255437f,2024-10-23 10:15:00.000000 UTC,130.112.46.11,Tieling,Beijing,100023,Firefox,Email,/cancel,cancel
2051306,,3,4637ee2f-0d0e-42fe-995c-9c93432e73d1,2025-05-01 06:44:00.000000 UTC,184.129.16.201,Tieling,Beijing,100023,Safari,Adwords,/cancel,cancel
1623828,,3,f8f254d6-5aa2-4e58-8dea-024ba295fd2a,2022-04-30 12:15:00.000000 UTC,80.81.105.90,Tieling,Beijing,100023,Safari,Email,/cancel,cancel
1345490,,3,cca693cd-c3c0-4fd8-a15c-b7e935f85597,2021-05-13 13:33:00.000000 UTC,60.159.242.205,Tieling,Beijing,100023,Safari,Email,/cancel,cancel
1971783,,3,f4fae5b2-b9ca-4359-bc77-d83223e42301,2019-10-30 12:10:00.000000 UTC,101.180.244.121,Guiyang,Beijing,100025,Safari,Email,/cancel,cancel
1570807,,3,6c3407e2-5d3a-4d74-b702-59e1c04ffd7a,2020-02-04 15:56:00.000000 UTC,5.104.130.43,Guiyang,Beijing,100025,Firefox,Facebook,/cancel,cancel
1414278,,3,ba11ffc9-65f6-47d0-8cf8-76008ac85e58,2022-09-18 04:22:00.000000 UTC,146.102.121.111,Qingdao,Beijing,100026,Firefox,Email,/cancel,cancel
1634734,,3,7ad41a97-0020-4d13-9799-a3e5c990802f,2023-10-02 15:32:00.000000 UTC,74.44.107.46,Beijing,Beijing,100028,Safari,Email,/cancel,cancel
2109590,,3,af6cf3f6-1a60-40ca-9908-02b8003e8c5a,2021-06-02 16:14:00.000000 UTC,180.107.201.213,Beijing,Beijing,100028,Chrome,Email,/cancel,cancel
2346219,,3,46f37eb6-eec1-44df-a7ce-54736841519a,2022-05-15 18:12:00.000000 UTC,7.122.46.168,Beijing,Beijing,100028,Chrome,Email,/cancel,cancel
1720901,,3,de10b2c9-9750-40c2-ab07-5273878fa58a,2021-08-10 03:07:00.000000 UTC,52.65.97.33,Zhangzhou,Beijing,100029,Safari,Adwords,/cancel,cancel
1709129,,3,05bf5cc5-3c58-43d3-b6c8-f89ce4f9443d,2019-12-21 08:23:00.000000 UTC,145.128.114.117,Qujing,Beijing,100032,Safari,Email,/cancel,cancel
1425895,,3,89f16cd8-6156-44cc-910d-736eac2dddd5,2021-04-16 04:04:00.000000 UTC,205.35.73.43,Zhumadian,Beijing,100033,Firefox,Adwords,/cancel,cancel
1909227,,3,10ab637a-5ccd-4ae8-8302-58415d8531f5,2023-04-11 14:14:00.000000 UTC,57.69.135.140,Foshan,Beijing,100035,Firefox,Email,/cancel,cancel
2064255,,3,82da2891-56e7-4a29-9e3b-3237e72c28f3,2019-10-27 08:36:00.000000 UTC,151.173.126.157,Bayannre,Beijing,100039,Chrome,Email,/cancel,cancel
2029930,,3,e40e3cbd-3731-45cf-8a95-5729185972a7,2024-06-02 05:37:00.000000 UTC,153.197.127.127,Cáceres,Extremadura,10004,Firefox,Adwords,/cancel,cancel
1511147,,3,70770176-a10e-454f-ba02-74907f7b3f72,2022-09-21 09:20:00.000000 UTC,156.139.27.139,Guangzhou,Beijing,100040,Chrome,Adwords,/cancel,cancel
1880329,,3,c955a3a9-8900-43a5-b9ac-e852e75697d1,2020-02-10 04:25:00.000000 UTC,82.67.40.235,Guangzhou,Beijing,100040,Safari,Email,/cancel,cancel
1383375,,3,ec7da235-4b6b-4980-a3c7-8849935934df,2023-06-13 08:11:00.000000 UTC,100.12.118.95,Nanchang,Beijing,100041,Safari,Email,/cancel,cancel
2380828,,3,285a4a7a-db38-4cce-9eec-0355c9bad652,2019-12-25 15:09:00.000000 UTC,68.239.36.177,Nanchang,Beijing,100041,Firefox,Email,/cancel,cancel
1434911,,3,62897a9c-d2cc-4cfe-9756-22cb8e66052a,2024-10-23 17:12:00.000000 UTC,122.132.129.123,NanNing,Beijing,100043,Chrome,YouTube,/cancel,cancel
2125015,,3,e0bbd69f-0087-4fb4-bfdb-51f140cca5b0,2022-11-16 18:34:00.000000 UTC,144.77.80.214,NanNing,Beijing,100043,Firefox,Facebook,/cancel,cancel
1727882,,3,ca5e8ebe-5ec9-4fe6-acd6-fa0170e0452e,2019-09-03 09:54:00.000000 UTC,213.132.156.239,NanNing,Beijing,100043,Firefox,Email,/cancel,cancel
1830706,,3,ad1c1af6-f195-4401-b294-466b311cabbb,2020-10-29 02:07:00.000000 UTC,154.247.194.230,NanNing,Beijing,100043,Other,Adwords,/cancel,cancel
1784934,,3,c60b1a91-1173-4088-b9aa-d6493d140938,2022-09-26 04:04:00.000000 UTC,213.232.180.160,NanNing,Beijing,100043,IE,Email,/cancel,cancel
2416431,,3,958e29fe-e36f-4641-9d54-55991cbe6b7c,2023-12-30 08:48:00.000000 UTC,13.213.202.50,NanNing,Beijing,100043,Chrome,Email,/cancel,cancel
2116834,,3,b77f902b-fc18-457e-ba51-a3238269d4f2,2021-01-06 13:01:00.000000 UTC,175.231.162.60,NanNing,Beijing,100043,Chrome,YouTube,/cancel,cancel
1457393,,3,47c13cb2-2805-4cc3-b787-a71e20c9487e,2024-09-18 09:38:00.000000 UTC,129.109.157.26,Pingxiang,Beijing,100053,Chrome,Email,/cancel,cancel
2133824,,3,db79515c-94ea-4446-bb50-2d9d1adb419e,2019-01-19 10:43:00.000000 UTC,213.84.26.4,Beijing,Beijing,100054,Chrome,Email,/cancel,cancel
1704403,,3,5a6d209c-99a8-49cd-a99a-3d01046d3965,2023-04-01 17:03:00.000000 UTC,98.64.10.224,Beijing,Beijing,100054,Chrome,Email,/cancel,cancel
2220642,,3,225bb853-54d7-4421-a006-4928288c04e9,2025-04-09 09:37:00.000000 UTC,64.191.119.146,Beijing,Beijing,100054,Chrome,Email,/cancel,cancel
2357815,,3,71bc5d06-6f89-4e86-8765-b1480c7965a6,2019-04-18 01:35:00.000000 UTC,204.111.19.9,Beijing,Beijing,100054,Chrome,YouTube,/cancel,cancel
1642442,,3,8f5481bc-b77e-4658-baaf-107cf54642a3,2023-12-26 09:03:00.000000 UTC,173.80.239.159,Chaoyang,Beijing,100055,Safari,Facebook,/cancel,cancel
1685024,,3,628d618f-ebb3-401f-b05d-52ac6d47d59f,2020-12-16 14:22:00.000000 UTC,74.143.227.181,Chaoyang,Beijing,100055,Firefox,Adwords,/cancel,cancel
1502991,,3,4dbc3273-57b1-48bd-9cbd-56a385f48f58,2021-02-13 10:18:00.000000 UTC,36.0.8.103,Chaoyang,Beijing,100055,Firefox,Email,/cancel,cancel
1905578,,3,32745a64-9608-4e80-9f69-ded9309d5815,2023-12-06 15:16:00.000000 UTC,137.235.46.241,Xiamen,Beijing,100061,Firefox,YouTube,/cancel,cancel
1552289,,3,e73a7023-227d-41c2-a246-23a6b9c41f2e,2019-11-23 11:35:00.000000 UTC,39.21.141.122,Xiamen,Beijing,100061,Firefox,Email,/cancel,cancel
1513113,,3,6a674e1d-6d0f-476e-8e11-afdb71a14ebd,2023-01-25 03:28:00.000000 UTC,42.143.122.249,Shanghai,Beijing,100062,Safari,Email,/cancel,cancel
1929653,,3,29c40ba9-af7c-4fbb-ac20-8d21105fa009,2023-05-31 08:46:00.000000 UTC,114.56.2.133,Shanghai,Beijing,100062,Chrome,Adwords,/cancel,cancel
1633844,,3,c08d9959-2b67-4fb0-a29a-0dd0e62dc992,2021-10-02 04:40:00.000000 UTC,50.41.66.120,Shanghai,Beijing,100068,Chrome,Adwords,/cancel,cancel
1960336,,3,e5234866-3e9a-4073-81c1-a70910c8f061,2024-02-04 06:14:00.000000 UTC,132.244.213.8,Shanghai,Beijing,100068,Firefox,Email,/cancel,cancel
2405017,,3,367828e1-2b9e-4874-9bff-feef098de7b6,2019-07-14 04:42:00.000000 UTC,99.44.219.198,Shanghai,Beijing,100068,Chrome,Facebook,/cancel,cancel
1986066,,3,d4119fcd-2def-4f61-8bf2-24ee20e54965,2019-05-14 07:37:00.000000 UTC,124.212.100.158,Shanghai,Beijing,100068,Safari,Email,/cancel,cancel
2271730,,3,dc55fe2c-0c0b-4b43-a47d-98f034d9811a,2020-07-06 17:26:00.000000 UTC,206.127.176.26,Shanghai,Beijing,100068,Chrome,Facebook,/cancel,cancel
2002262,,3,0dee14b7-f552-4ba0-98a1-676d612094c6,2024-10-07 12:45:00.000000 UTC,10.16.228.8,Shanghai,Beijing,100068,Chrome,Email,/cancel,cancel
2095346,,3,5f6b9b57-74e8-483f-9f7d-56130ebd7bde,2023-05-14 12:44:00.000000 UTC,30.212.183.128,Shanghai,Beijing,100070,Chrome,YouTube,/cancel,cancel
2292381,,3,4a615e27-7a84-494a-8c4a-14281d4e8ff7,2024-12-17 18:24:00.000000 UTC,45.37.44.78,Shanghai,Beijing,100070,Chrome,Adwords,/cancel,cancel
1924587,,3,282a4ae7-56fc-4e81-afad-9f1ff50ebb4d,2020-06-15 04:50:00.000000 UTC,3.226.177.40,Huaihua,Beijing,100073,Firefox,Email,/cancel,cancel
2364729,,3,dce65416-02c6-44ce-89b0-69671f3d1c00,2024-04-25 03:41:00.000000 UTC,91.170.126.81,Huaihua,Beijing,100073,Safari,Adwords,/cancel,cancel
1573662,,3,71237225-a694-45dc-aef8-e78fc4d40952,2022-07-04 06:02:00.000000 UTC,102.153.52.241,Huaihua,Beijing,100073,Chrome,Email,/cancel,cancel
1702498,,3,5ff40a78-50d2-4a70-825d-ba4ce8729ac7,2024-02-17 03:14:00.000000 UTC,22.223.181.147,Huaihua,Beijing,100073,Chrome,Facebook,/cancel,cancel
1323436,,3,fe2fcf03-6e00-4180-82e0-fb6b78dea2fa,2021-04-19 01:25:00.000000 UTC,41.206.225.129,Huaihua,Beijing,100073,Chrome,Adwords,/cancel,cancel
2157531,,3,2315ceab-8e01-4a2b-8026-3821e3cb7a78,2021-09-09 13:51:00.000000 UTC,30.216.135.217,Huaihua,Beijing,100073,Firefox,Adwords,/cancel,cancel
1659333,,3,ac492a01-8859-4aab-9436-ebbe471d4013,2023-11-21 06:24:00.000000 UTC,88.48.61.220,Shanghai,Beijing,100074,Firefox,Adwords,/cancel,cancel
1879562,,3,7e103658-1721-44a2-8347-2a5cf2f95a06,2020-07-01 17:44:00.000000 UTC,117.51.227.187,Luoyang,Beijing,100075,Safari,Email,/cancel,cancel
1609098,,3,a1635008-5da5-48a7-b011-ec64fad8604e,2022-10-20 01:35:00.000000 UTC,137.254.76.244,Luoyang,Beijing,100075,Firefox,Email,/cancel,cancel
