id,product_id,created_at,sold_at,cost,product_category,product_name,product_brand,product_retail_price,product_department,product_sku,product_distribution_center_id
22820,13726,2020-03-22 16:25:00.000000 UTC,,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
122290,13726,2023-10-01 15:25:53.000000 UTC,2023-10-21 06:29:53.000000 UTC,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
122291,13726,2025-02-27 06:57:00.000000 UTC,,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
122292,13726,2022-08-13 18:19:00.000000 UTC,,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
184073,13726,2025-04-03 15:49:25.000000 UTC,2025-04-15 09:44:25.000000 UTC,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
184074,13726,2020-02-24 18:48:00.000000 UTC,,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
229106,13726,2024-07-29 19:52:43.000000 UTC,2024-08-26 22:03:43.000000 UTC,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
229107,13726,2020-05-25 06:37:00.000000 UTC,,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
229108,13726,2024-03-04 06:06:00.000000 UTC,,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
229109,13726,2020-07-23 07:44:00.000000 UTC,,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
235083,13726,2025-06-04 12:22:35.000000 UTC,2025-06-21 00:56:35.000000 UTC,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
235084,13726,2025-06-22 14:02:00.000000 UTC,,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
293800,13726,2024-04-03 15:26:53.000000 UTC,2024-04-27 14:15:53.000000 UTC,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
293801,13726,2023-08-31 04:33:00.000000 UTC,,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
378188,13726,2020-07-11 15:54:51.000000 UTC,2020-08-08 15:00:51.000000 UTC,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
378189,13726,2025-06-19 17:51:00.000000 UTC,,3.5819999857340008,Accessories,(Set of 3) Leopard Animal Print Stretch Headband,Funny Girl Designs,9.0,Women,82D1C46A6014199790E16EAD8A170B98,7
36436,14106,2020-12-24 16:29:48.000000 UTC,2021-02-11 00:28:48.000000 UTC,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
36437,14106,2024-06-20 05:51:00.000000 UTC,,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
36438,14106,2025-01-25 07:27:00.000000 UTC,,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
246492,14106,2025-03-25 08:54:19.000000 UTC,2025-05-18 07:13:19.000000 UTC,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
246493,14106,2020-09-04 14:13:00.000000 UTC,,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
263734,14106,2024-11-02 03:51:36.000000 UTC,2024-12-09 08:54:36.000000 UTC,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
263735,14106,2023-11-02 13:54:00.000000 UTC,,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
263736,14106,2021-05-06 18:55:00.000000 UTC,,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
323847,14106,2024-05-18 08:07:51.000000 UTC,2024-07-01 23:28:51.000000 UTC,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
323848,14106,2022-09-25 00:21:00.000000 UTC,,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
360892,14106,2024-03-02 18:57:30.000000 UTC,2024-03-19 16:27:30.000000 UTC,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
360893,14106,2022-07-17 06:18:00.000000 UTC,,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
360894,14106,2025-01-31 01:24:00.000000 UTC,,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
372310,14106,2024-02-20 18:09:49.000000 UTC,2024-04-18 17:46:49.000000 UTC,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
372311,14106,2022-08-06 09:26:00.000000 UTC,,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
372312,14106,2020-04-23 16:34:00.000000 UTC,,4.1102598921263214,Accessories,(Set of 4) 2.5 Glitter Cotton Stretch Headbands,Funny Girl Designs,10.989999771118164,Women,8B2AF218C67338FE19C095227BD73969,7
27850,28405,2023-09-09 19:48:44.000000 UTC,2023-10-30 05:50:44.000000 UTC,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
27851,28405,2025-03-03 14:46:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
30660,28405,2023-08-26 00:44:52.000000 UTC,2023-09-10 08:00:52.000000 UTC,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
30661,28405,2024-01-17 02:02:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
123109,28405,2024-05-02 02:59:50.000000 UTC,2024-05-29 23:57:50.000000 UTC,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
123110,28405,2023-06-23 08:11:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
123111,28405,2024-12-18 11:41:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
123112,28405,2023-09-13 04:22:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
138751,28405,2025-04-28 08:34:10.000000 UTC,2025-06-24 14:16:10.000000 UTC,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
138752,28405,2024-08-24 08:18:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
138753,28405,2020-03-02 12:30:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
138754,28405,2022-03-20 02:29:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
459243,28405,2023-03-17 09:49:52.000000 UTC,2023-04-08 22:43:52.000000 UTC,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
459244,28405,2020-04-04 16:51:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
459245,28405,2024-07-27 13:07:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
459246,28405,2023-06-14 11:58:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
484294,28405,2025-05-01 12:08:01.000000 UTC,2025-05-27 15:55:01.000000 UTC,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
484295,28405,2024-09-23 04:42:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
484296,28405,2024-01-10 06:44:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
484297,28405,2020-03-31 10:19:00.000000 UTC,,6.574099827432633,Accessories,1 1/2 In. Original Perry Suspenders,Perry,16.899999618530273,Men,252F6D4524F82B63C027DEF22CED5230,1
6409,29047,2021-01-06 22:06:44.000000 UTC,2021-02-08 07:22:44.000000 UTC,3.5164799003791813,Accessories,100% Cowhide Leather Black Leather Belt Snap on Belt Strap 1.5 Wide,Belts.com,9.9899997711181641,Men,226AD861FC651E3635A98CC062B602F6,1
6410,29047,2024-08-31 17:49:00.000000 UTC,,3.5164799003791813,Accessories,100% Cowhide Leather Black Leather Belt Snap on Belt Strap 1.5 Wide,Belts.com,9.9899997711181641,Men,226AD861FC651E3635A98CC062B602F6,1
302259,29047,2020-09-27 14:26:54.000000 UTC,2020-10-13 23:58:54.000000 UTC,3.5164799003791813,Accessories,100% Cowhide Leather Black Leather Belt Snap on Belt Strap 1.5 Wide,Belts.com,9.9899997711181641,Men,226AD861FC651E3635A98CC062B602F6,1
302260,29047,2022-03-23 14:28:00.000000 UTC,,3.5164799003791813,Accessories,100% Cowhide Leather Black Leather Belt Snap on Belt Strap 1.5 Wide,Belts.com,9.9899997711181641,Men,226AD861FC651E3635A98CC062B602F6,1
302261,29047,2021-09-26 12:57:00.000000 UTC,,3.5164799003791813,Accessories,100% Cowhide Leather Black Leather Belt Snap on Belt Strap 1.5 Wide,Belts.com,9.9899997711181641,Men,226AD861FC651E3635A98CC062B602F6,1
360579,29047,2021-12-12 05:59:30.000000 UTC,2022-01-22 04:10:30.000000 UTC,3.5164799003791813,Accessories,100% Cowhide Leather Black Leather Belt Snap on Belt Strap 1.5 Wide,Belts.com,9.9899997711181641,Men,226AD861FC651E3635A98CC062B602F6,1
360580,29047,2021-07-16 11:21:00.000000 UTC,,3.5164799003791813,Accessories,100% Cowhide Leather Black Leather Belt Snap on Belt Strap 1.5 Wide,Belts.com,9.9899997711181641,Men,226AD861FC651E3635A98CC062B602F6,1
275398,29020,2025-03-20 02:24:17.000000 UTC,2025-05-17 04:47:17.000000 UTC,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
275399,29020,2022-08-17 00:08:00.000000 UTC,,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
275400,29020,2025-04-17 12:38:00.000000 UTC,,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
275401,29020,2022-05-17 04:31:00.000000 UTC,,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
287200,29020,2023-11-10 07:36:08.000000 UTC,2023-12-14 13:18:08.000000 UTC,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
287201,29020,2023-12-03 13:41:00.000000 UTC,,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
287202,29020,2021-08-16 09:14:00.000000 UTC,,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
287203,29020,2025-02-25 09:11:00.000000 UTC,,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
320939,29020,2024-10-17 21:08:26.000000 UTC,2024-11-30 11:35:26.000000 UTC,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
320940,29020,2022-02-19 08:25:00.000000 UTC,,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
396043,29020,2025-03-18 19:32:38.000000 UTC,2025-04-15 00:47:38.000000 UTC,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
396044,29020,2021-11-17 02:00:00.000000 UTC,,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
396045,29020,2021-01-22 12:00:00.000000 UTC,,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
438817,29020,2024-01-08 06:33:54.000000 UTC,2024-02-15 08:06:54.000000 UTC,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
438818,29020,2021-05-16 01:07:00.000000 UTC,,4.7999999821186075,Accessories,100% Genuine Leather Bi-fold Badge Holder Black #2518TA,Marshal,12.0,Men,3F5CD3A48812C9FD54FBA7F63D556F3E,8
50682,28810,2023-08-27 02:17:58.000000 UTC,2023-10-18 01:16:58.000000 UTC,8.77560988581866,Accessories,100% Silk Knit Black Skinny Tie,TheTieBar,19.989999771118164,Men,3623F5F708CD883F4F31D8AF4125CEBE,7
50683,28810,2022-11-16 10:19:00.000000 UTC,,8.77560988581866,Accessories,100% Silk Knit Black Skinny Tie,TheTieBar,19.989999771118164,Men,3623F5F708CD883F4F31D8AF4125CEBE,7
50684,28810,2025-05-14 16:45:00.000000 UTC,,8.77560988581866,Accessories,100% Silk Knit Black Skinny Tie,TheTieBar,19.989999771118164,Men,3623F5F708CD883F4F31D8AF4125CEBE,7
50685,28810,2020-08-15 03:05:00.000000 UTC,,8.77560988581866,Accessories,100% Silk Knit Black Skinny Tie,TheTieBar,19.989999771118164,Men,3623F5F708CD883F4F31D8AF4125CEBE,7
79852,28810,2024-11-08 00:38:38.000000 UTC,2024-12-02 13:09:38.000000 UTC,8.77560988581866,Accessories,100% Silk Knit Black Skinny Tie,TheTieBar,19.989999771118164,Men,3623F5F708CD883F4F31D8AF4125CEBE,7
79853,28810,2020-08-19 05:17:00.000000 UTC,,8.77560988581866,Accessories,100% Silk Knit Black Skinny Tie,TheTieBar,19.989999771118164,Men,3623F5F708CD883F4F31D8AF4125CEBE,7
154789,28810,2022-11-22 19:36:06.000000 UTC,2023-01-12 06:40:06.000000 UTC,8.77560988581866,Accessories,100% Silk Knit Black Skinny Tie,TheTieBar,19.989999771118164,Men,3623F5F708CD883F4F31D8AF4125CEBE,7
154790,28810,2020-07-24 16:03:00.000000 UTC,,8.77560988581866,Accessories,100% Silk Knit Black Skinny Tie,TheTieBar,19.989999771118164,Men,3623F5F708CD883F4F31D8AF4125CEBE,7
448058,28810,2025-06-04 20:20:27.000000 UTC,2025-06-16 12:13:27.000000 UTC,8.77560988581866,Accessories,100% Silk Knit Black Skinny Tie,TheTieBar,19.989999771118164,Men,3623F5F708CD883F4F31D8AF4125CEBE,7
448059,28810,2022-09-24 01:21:00.000000 UTC,,8.77560988581866,Accessories,100% Silk Knit Black Skinny Tie,TheTieBar,19.989999771118164,Men,3623F5F708CD883F4F31D8AF4125CEBE,7
